filename,source,file_type,year,topic_keyword,url,scrape_status,category
202309011777077840.pdf,MNRE,PDF,Unknown,202309011777077840,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/09/202309011777077840.pdf,✅ (cached),pdfs
20230901279553309.pdf,MNRE,PDF,Unknown,20230901279553309,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/09/20230901279553309.pdf,✅ (cached),pdfs
20230901992023240.pdf,MNRE,PDF,Unknown,20230901992023240,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/09/20230901992023240.pdf,✅ (cached),pdfs
202309271030958532.pdf,MNRE,PDF,Unknown,202309271030958532,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/09/202309271030958532.pdf,✅ (cached),pdfs
20240730552746113.pdf,MNRE,PDF,Unknown,20240730552746113,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2024/07/20240730552746113.pdf,✅ (cached),pdfs
20241029512325464.pdf,MNRE,PDF,Unknown,20241029512325464,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2024/10/20241029512325464.pdf,✅,pdfs
20241230164160840.pdf,MNRE,PDF,Unknown,20241230164160840,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2024/12/20241230164160840.pdf,✅,pdfs
202412302010422403.pdf,MNRE,PDF,Unknown,202412302010422403,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2024/12/202412302010422403.pdf,✅,pdfs
202501031554445763.pdf,MNRE,PDF,Unknown,202501031554445763,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2025/01/202501031554445763.pdf,✅,pdfs
202502171483784354.pdf,MNRE,PDF,Unknown,202502171483784354,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2025/02/202502171483784354.pdf,✅,pdfs
202504151043806482.pdf,MNRE,PDF,Unknown,202504151043806482,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2025/04/202504151043806482.pdf,✅,pdfs
202505191031900284.pdf,MNRE,PDF,Unknown,202505191031900284,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2025/05/202505191031900284.pdf,✅,pdfs
Accounts%20at%20a%20Glance%202020-21%20of%20ministry%20of%20Agriculture%20and%20Farmers%20Welfare_0.pdf,ICAR,PDF,Unknown,Accounts%20at%20a%20Glance%202020-21%20of%20minist,https://icar.org.in/sites/default/files/Circulars/Accounts%20at%20a%20Glance%202020-21%20of%20ministry%20of%20Agriculture%20and%20Farmers%20Welfare_0.pdf,✅,pdfs
Agmarknet_Guidelines.pdf,DAFW,PDF,Unknown,Agmarknet Guidelines,https://agriwelfare.gov.in/Documents/Agmarknet_Guidelines.pdf,✅,pdfs
agri-rise-magazine-2023.pdf,ICAR,PDF,Unknown,agri-rise-magazine-2023,https://icar.org.in/sites/default/files/2023-05/agri-rise-magazine-2023.pdf,✅,pdfs
Agricultural-Prices-in-India-2023.pdf,DAFW,PDF,Unknown,Agricultural-Prices-in-India-2023,https://desagri.gov.in/wp-content/uploads/2024/05/Agricultural-Prices-in-India-2023.pdf,✅,pdfs
AIF_Guidelines_English_12Jun24.pdf,DAFW,PDF,Unknown,AIF Guidelines English 12Jun24,https://agriwelfare.gov.in/Documents/AIF_Guidelines_English_12Jun24.pdf,✅,pdfs
Annual Report 2019-20.pdf,DAFW,PDF,Unknown,Annual Report 2019-20,https://agriwelfare.gov.in/Documents/Annual Report 2019-20.pdf,✅,pdfs
Annual Report-2015-16.pdf,DAFW,PDF,Unknown,Annual Report-2015-16,https://agriwelfare.gov.in/Documents/Annual Report-2015-16.pdf,✅,pdfs
Annual%20Audit%202020-21-English_0.pdf,ICAR,PDF,Unknown,Annual%20Audit%202020-21-English 0,https://icar.org.in/sites/default/files/Circulars/Annual%20Audit%202020-21-English_0.pdf,✅,pdfs
Annual-Report 2011-12.pdf,DAFW,PDF,Unknown,Annual-Report 2011-12,https://agriwelfare.gov.in/Documents/Annual-Report 2011-12.pdf,✅,pdfs
Annual-Report-2010-11.pdf,DAFW,PDF,Unknown,Annual-Report-2010-11,https://agriwelfare.gov.in/Documents/Annual-Report-2010-11.pdf,✅,pdfs
Annual-Report-2013-14.pdf,DAFW,PDF,Unknown,Annual-Report-2013-14,https://agriwelfare.gov.in/Documents/Annual-Report-2013-14.pdf,✅,pdfs
annual-report-2020-21.pdf,DAFW,PDF,Unknown,annual-report-2020-21,https://agriwelfare.gov.in/Documents/annual-report-2020-21.pdf,✅,pdfs
annual-report-2021-22.pdf,DAFW,PDF,Unknown,annual-report-2021-22,https://agriwelfare.gov.in/Documents/annual-report-2021-22.pdf,✅,pdfs
ANNUALAUDIT2016%281%29%20%281%29.pdf,ICAR,PDF,Unknown,ANNUALAUDIT2016%281%29%20%281%29,https://icar.org.in/sites/default/files/Circulars/ANNUALAUDIT2016%281%29%20%281%29.pdf,✅,pdfs
annual_report_english_2022_23.pdf,DAFW,PDF,2022,annual report english 2022 23,https://agriwelfare.gov.in/Documents/annual_report_english_2022_23.pdf,✅,pdfs
Annual_rpt_201617.pdf,DAFW,PDF,Unknown,Annual rpt 201617,https://agriwelfare.gov.in/Documents/Annual_rpt_201617.pdf,✅,pdfs
AR 2017-18.pdf,DAFW,PDF,Unknown,AR 2017-18,https://agriwelfare.gov.in/Documents/AR 2017-18.pdf,✅,pdfs
AR-2014-15.pdf,DAFW,PDF,Unknown,AR-2014-15,https://agriwelfare.gov.in/Documents/AR-2014-15.pdf,✅,pdfs
AR_2018-19_Final_Print.pdf,DAFW,PDF,Unknown,AR 2018-19 Final Print,https://agriwelfare.gov.in/Documents/AR_2018-19_Final_Print.pdf,✅,pdfs
AR_English_2023_24.pdf,DAFW,PDF,2023,AR English 2023 24,https://agriwelfare.gov.in/Documents/AR_English_2023_24.pdf,✅,pdfs
AR_Eng_2024_25.pdf,DAFW,PDF,2024,AR Eng 2024 25,https://agriwelfare.gov.in/Documents/AR_Eng_2024_25.pdf,✅,pdfs
Certificates_of_Agriculture_And_Farmers_Welfare.pdf,DAFW,PDF,Unknown,Certificates of Agriculture And Farmers Welfare,https://agriwelfare.gov.in/sites/default/files/Certificates_of_Agriculture_And_Farmers_Welfare.pdf,✅ (cached),pdfs
Chapter-1.pdf,DAFW,PDF,Unknown,Chapter-1,https://desagri.gov.in/wp-content/uploads/2024/03/Chapter-1.pdf,✅,pdfs
DARE-ICAR-AR-2018-19.pdf,ICAR,PDF,Unknown,DARE-ICAR-AR-2018-19,https://icar.org.in/sites/default/files/2022-09/DARE-ICAR-AR-2018-19.pdf,✅,pdfs
Dispute Resolution Rules Gazette notification_6.pdf,DAFW,PDF,Unknown,Dispute Resolution Rules Gazette notification 6,https://agriwelfare.gov.in/Documents/Dispute Resolution Rules Gazette notification_6.pdf,✅,pdfs
Ebook-on-75-lecture-Series.pdf,ICAR,PDF,Unknown,Ebook-on-75-lecture-Series,https://icar.org.in/sites/default/files/2023-05/Ebook-on-75-lecture-Series.pdf,✅,pdfs
Enamguidelines.pdf,DAFW,PDF,Unknown,Enamguidelines,https://agriwelfare.gov.in/Documents/Enamguidelines.pdf,✅,pdfs
ExpertCommittereport_eNAM_5Mar2024.pdf,DAFW,PDF,Unknown,ExpertCommittereport eNAM 5Mar2024,https://agriwelfare.gov.in/Documents/HomeWhatsNew/ExpertCommittereport_eNAM_5Mar2024.pdf,✅,pdfs
Farming Agreement Final Act _4.pdf,DAFW,PDF,Unknown,Farming Agreement Final Act  4,https://agriwelfare.gov.in/Documents/Farming Agreement Final Act _4.pdf,✅,pdfs
FHP-Publication-for-the-Year-2022-23.pdf,DAFW,PDF,Unknown,FHP-Publication-for-the-Year-2022-23,https://desagri.gov.in/wp-content/uploads/2024/04/FHP-Publication-for-the-Year-2022-23.pdf,✅,pdfs
Final-Feed-Fodder-Consolidated-Report_8-11-2023-Final-1.pdf,DAFW,PDF,Unknown,Final-Feed-Fodder-Consolidated-Report 8-11-2023-Fi,https://desagri.gov.in/wp-content/uploads/2025/01/Final-Feed-Fodder-Consolidated-Report_8-11-2023-Final-1.pdf,✅,pdfs
Final-file-of-LUS-2022-23-for-uploading.pdf,DAFW,PDF,Unknown,Final-file-of-LUS-2022-23-for-uploading,https://desagri.gov.in/wp-content/uploads/2024/09/Final-file-of-LUS-2022-23-for-uploading.pdf,✅,pdfs
FINAL-LUS-Latest-year-data-from-2013-14-to-2022-23.xls,DAFW,XLS,Unknown,FINAL-LUS-Latest-year-data-from-2013-14-to-2022-23,https://desagri.gov.in/wp-content/uploads/2024/09/FINAL-LUS-Latest-year-data-from-2013-14-to-2022-23.xls,✅,excels
Final-Publication-2022-23.pdf,DAFW,PDF,Unknown,Final-Publication-2022-23,https://desagri.gov.in/wp-content/uploads/2024/09/Final-Publication-2022-23.pdf,✅,pdfs
final_data_index.csv,Unknown,CSV,Unknown,final_data_index,Unknown,❌,csvs
Five-year-Foodgrains-ending-2021-22.xlsx,DAFW,XLSX,Unknown,Five-year-Foodgrains-ending-2021-22,https://desagri.gov.in/wp-content/uploads/2023/05/Five-year-Foodgrains-ending-2021-22.xlsx,✅,excels
Five-Year-Oilseeds-and-Commercial-Crops-ending-2021-22.xlsx,DAFW,XLSX,Unknown,Five-Year-Oilseeds-and-Commercial-Crops-ending-202,https://desagri.gov.in/wp-content/uploads/2023/05/Five-Year-Oilseeds-and-Commercial-Crops-ending-2021-22.xlsx,✅,excels
Framework_for_Voluntary_Carbon_Market_1_Feb_2024_Revised_compressed_1.pdf,DAFW,PDF,2024,Framework for Voluntary Carbon Market 1 Feb 2024 R,https://agriwelfare.gov.in/Documents/HomeWhatsNew/Framework_for_Voluntary_Carbon_Market_1_Feb_2024_Revised_compressed_1.pdf,✅,pdfs
"Guidelines farm services Act, 2020 -converted_4.pdf",DAFW,PDF,Unknown,"Guidelines farm services Act, 2020 -converted 4","https://agriwelfare.gov.in/Documents/Guidelines farm services Act, 2020 -converted_4.pdf",✅,pdfs
Guidelines_of_Brand_ICAR.pdf,ICAR,PDF,Unknown,Guidelines of Brand ICAR,https://icar.org.in/sites/default/files/Circulars/Guidelines_of_Brand_ICAR.pdf,✅,pdfs
Guidelines_PMKSY.pdf,DAFW,PDF,Unknown,Guidelines PMKSY,https://agriwelfare.gov.in/Documents/Guidelines_PMKSY.pdf,✅,pdfs
Guidelines_Soil%20Health%20Card.pdf,DAFW,PDF,Unknown,Guidelines Soil%20Health%20Card,https://agriwelfare.gov.in/Documents/Guidelines_Soil%20Health%20Card.pdf,✅,pdfs
Guideline_DBTinAgriculture.pdf,DAFW,PDF,Unknown,Guideline DBTinAgriculture,https://agriwelfare.gov.in/Documents/Guideline_DBTinAgriculture.pdf,✅,pdfs
handbook2014_0.pdf,DAFW,PDF,Unknown,handbook2014 0,https://agriwelfare.gov.in/Documents/handbook2014_0.pdf,✅,pdfs
handbookworkallo_2018.pdf,DAFW,PDF,Unknown,handbookworkallo 2018,https://agriwelfare.gov.in/Documents/handbookworkallo_2018.pdf,✅,pdfs
Horticultural Statistics at a Glance 2016_468 page.pdf,DAFW,PDF,Unknown,Horticultural Statistics at a Glance 2016 468 page,https://agriwelfare.gov.in/Documents/Horticultural Statistics at a Glance 2016_468 page.pdf,✅,pdfs
Horticultural_Statistics_at__Glance_2021.pdf,DAFW,PDF,Unknown,Horticultural Statistics at  Glance 2021,https://agriwelfare.gov.in/Documents/Horticultural_Statistics_at__Glance_2021.pdf,✅,pdfs
Horticulture At a Glance 2017 for net uplod (2).pdf,DAFW,PDF,Unknown,Horticulture At a Glance 2017 for net uplod (2),https://agriwelfare.gov.in/Documents/Horticulture At a Glance 2017 for net uplod (2).pdf,✅,pdfs
Horticulture Statistics at a Glance-2018.pdf,DAFW,PDF,Unknown,Horticulture Statistics at a Glance-2018,https://agriwelfare.gov.in/Documents/Horticulture Statistics at a Glance-2018.pdf,✅,pdfs
hortstat_glance.pdf,DAFW,PDF,Unknown,hortstat glance,https://agriwelfare.gov.in/Documents/hortstat_glance.pdf,✅,pdfs
IAgriAbstracts-Jan-Jun-2013.pdf,ICAR,PDF,Unknown,IAgriAbstracts-Jan-Jun-2013,https://icar.org.in/sites/default/files/2022-04/IAgriAbstracts-Jan-Jun-2013.pdf,✅,pdfs
IAgSciAbs-jan-jun-2015.pdf,ICAR,PDF,Unknown,IAgSciAbs-jan-jun-2015,https://icar.org.in/sites/default/files/2022-04/IAgSciAbs-jan-jun-2015.pdf,✅,pdfs
IAgSciAbs-july-dec-2014.pdf,ICAR,PDF,Unknown,IAgSciAbs-july-dec-2014,https://icar.org.in/sites/default/files/2022-04/IAgSciAbs-july-dec-2014.pdf,✅,pdfs
ICAR%20Annual%20Report%202023-24-english.pdf,ICAR,PDF,Unknown,ICAR%20Annual%20Report%202023-24-english,https://icar.org.in/sites/default/files/2025-04/ICAR%20Annual%20Report%202023-24-english.pdf,✅,pdfs
ICAR-Achievements-2021-22_02-11-22d.pdf,ICAR,PDF,Unknown,ICAR-Achievements-2021-22 02-11-22d,https://icar.org.in/sites/default/files/2022-12/ICAR-Achievements-2021-22_02-11-22d.pdf,✅,pdfs
ICAR-Annual-Report-2022-23-English.pdf,ICAR,PDF,Unknown,ICAR-Annual-Report-2022-23-English,https://icar.org.in/sites/default/files/2025-04/ICAR-Annual-Report-2022-23-English.pdf,✅,pdfs
ICAR-Budget-Book-2021-22.pdf,ICAR,PDF,Unknown,ICAR-Budget-Book-2021-22,https://icar.org.in/sites/default/files/2023-05/ICAR-Budget-Book-2021-22.pdf,✅,pdfs
ICAR-CGIAR-AR-2019-N.pdf,ICAR,PDF,Unknown,ICAR-CGIAR-AR-2019-N,https://icar.org.in/sites/default/files/Circulars/ICAR-CGIAR-AR-2019-N.pdf,✅,pdfs
ICAR_April-June-2023.pdf,ICAR,PDF,Unknown,ICAR April-June-2023,https://icar.org.in/sites/default/files/Circulars/ICAR_April-June-2023.pdf,✅,pdfs
Indian-Agril%20Sciences%20-Abstracts%20-Vol11-%20No-2.pdf,ICAR,PDF,Unknown,Indian-Agril%20Sciences%20-Abstracts%20-Vol11-%20N,https://icar.org.in/sites/default/files/2022-04/Indian-Agril%20Sciences%20-Abstracts%20-Vol11-%20No-2.pdf,✅,pdfs
Indian-farming-January-2023.pdf,ICAR,PDF,Unknown,Indian-farming-January-2023,https://icar.org.in/sites/default/files/2023-05/Indian-farming-January-2023.pdf,✅,pdfs
IndianAgrilSciencesAbstractsJan-Jun2016Vol5%2CNo.1.pdf,ICAR,PDF,Unknown,IndianAgrilSciencesAbstractsJan-Jun2016Vol5%2CNo,https://icar.org.in/sites/default/files/2022-04/IndianAgrilSciencesAbstractsJan-Jun2016Vol5%2CNo.1.pdf,✅,pdfs
IndianAgrilSciencesAbstractsJul-Dec2015Vol14No2.pdf,ICAR,PDF,Unknown,IndianAgrilSciencesAbstractsJul-Dec2015Vol14No2,https://icar.org.in/sites/default/files/2022-04/IndianAgrilSciencesAbstractsJul-Dec2015Vol14No2.pdf,✅,pdfs
Jaivik_Kheti_Guidelines.pdf,DAFW,PDF,Unknown,Jaivik Kheti Guidelines,https://agriwelfare.gov.in/Documents/Jaivik_Kheti_Guidelines.pdf,✅,pdfs
MergedFile.pdf,DAFW,PDF,Unknown,MergedFile,https://desagri.gov.in/wp-content/uploads/2024/03/MergedFile.pdf,✅ (cached),pdfs
Microsoft-Word-3-Adop-of-reco-dos-of-fer-on-soil-test-basis-by-far-in-Ka.doc.pdf,DAFW,PDF,Unknown,Microsoft-Word-3-Adop-of-reco-dos-of-fer-on-soil-t,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-3-Adop-of-reco-dos-of-fer-on-soil-test-basis-by-far-in-Ka.doc.pdf,✅,pdfs
Microsoft-Word-AERC-47-IMPACT-EVALUATION-OF-FARM-DEBT-WAIVER-SCHEME-ON-FARMERS-LIVELIHOOD-IN-PUNJAB-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-AERC-47-IMPACT-EVALUATION-OF-FARM-D,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-AERC-47-IMPACT-EVALUATION-OF-FARM-DEBT-WAIVER-SCHEME-ON-FARMERS-LIVELIHOOD-IN-PUNJAB-1.pdf,✅,pdfs
Microsoft-Word-Coordinated-Final-Report-ACABC-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Coordinated-Final-Report-ACABC-1,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Coordinated-Final-Report-ACABC-1.pdf,✅,pdfs
Microsoft-Word-Coordinated-Final-Report-ACABC.pdf,DAFW,PDF,Unknown,Microsoft-Word-Coordinated-Final-Report-ACABC,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Coordinated-Final-Report-ACABC.pdf,✅,pdfs
Microsoft-Word-Estimation-of-Losses-to-Pulse-Crops-by-Blue-Bulls-in-Uttar-Pradesh.pdf,DAFW,PDF,Unknown,Microsoft-Word-Estimation-of-Losses-to-Pulse-Crops,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Estimation-of-Losses-to-Pulse-Crops-by-Blue-Bulls-in-Uttar-Pradesh.pdf,✅,pdfs
Microsoft-Word-Final-consolidated-Pb-U.P.-Farm-Debt-Waiver-Report-10.06.2020-_1_.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-consolidated-Pb-U,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-consolidated-Pb-U.P.-Farm-Debt-Waiver-Report-10.06.2020-_1_.pdf,✅,pdfs
Microsoft-Word-final-KCC-report.docx.pdf,DAFW,PDF,Unknown,Microsoft-Word-final-KCC-report,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-final-KCC-report.docx.pdf,✅,pdfs
Microsoft-Word-Final-report-coconut.docx.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-report-coconut,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-report-coconut.docx.pdf,✅,pdfs
Microsoft-Word-Final-Report-Debt-Waiver-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Debt-Waiver-1,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Debt-Waiver-1.pdf,✅,pdfs
Microsoft-Word-Final-Report-Debt-Waiver.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Debt-Waiver,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Debt-Waiver.pdf,✅,pdfs
Microsoft-Word-Final-Report-Feed-Fodder-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Feed-Fodder-1,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Feed-Fodder-1.pdf,✅,pdfs
Microsoft-Word-Final-Report-Feed-Fodder-2.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Feed-Fodder-2,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Feed-Fodder-2.pdf,✅,pdfs
Microsoft-Word-Final-Report-Feed-Fodder.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Feed-Fodder,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Feed-Fodder.pdf,✅,pdfs
Microsoft-Word-Final-Report-Per-Drop-More-Crop-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Per-Drop-More-Crop-1,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Per-Drop-More-Crop-1.pdf,✅,pdfs
Microsoft-Word-Final-Report-Per-Drop-More-Crop.pdf,DAFW,PDF,Unknown,Microsoft-Word-Final-Report-Per-Drop-More-Crop,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Final-Report-Per-Drop-More-Crop.pdf,✅,pdfs
Microsoft-Word-FINAL-REPORT.pdf,DAFW,PDF,Unknown,Microsoft-Word-FINAL-REPORT,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-FINAL-REPORT.pdf,✅,pdfs
Microsoft-Word-MECHANIZATION-FINAL-REPORT.doc.pdf,DAFW,PDF,Unknown,Microsoft-Word-MECHANIZATION-FINAL-REPORT,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-MECHANIZATION-FINAL-REPORT.doc.pdf,✅,pdfs
Microsoft-Word-PMFBY-final-report.docx.pdf,DAFW,PDF,Unknown,Microsoft-Word-PMFBY-final-report,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-PMFBY-final-report.docx.pdf,✅,pdfs
Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa-,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa-1.pdf,✅,pdfs
Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa.pdf,DAFW,PDF,Unknown,Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Pradhan-Mantri-Fasal-Bima-Yojnaaaa.pdf,✅,pdfs
Microsoft-Word-Report-_Final_-Nodal-Markets-Study-IEG-12-May-2022.pdf,DAFW,PDF,Unknown,Microsoft-Word-Report- Final -Nodal-Markets-Study-,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Report-_Final_-Nodal-Markets-Study-IEG-12-May-2022.pdf,✅,pdfs
Microsoft-Word-Revised-Yield-Gap-Report-Final.pdf,DAFW,PDF,Unknown,Microsoft-Word-Revised-Yield-Gap-Report-Final,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Revised-Yield-Gap-Report-Final.pdf,✅,pdfs
Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-U.P_-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-M,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-U.P_-1.pdf,✅,pdfs
Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-U.P_.pdf,DAFW,PDF,Unknown,Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-M,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-U.P_.pdf,✅,pdfs
Microsoft-Word-Study-ACABC-1.pdf,DAFW,PDF,Unknown,Microsoft-Word-Study-ACABC-1,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Study-ACABC-1.pdf,✅,pdfs
Microsoft-Word-Study-ACABC.pdf,DAFW,PDF,Unknown,Microsoft-Word-Study-ACABC,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Study-ACABC.pdf,✅,pdfs
Microsoft-Word-Village-Survey-Draft-Report.pdf,DAFW,PDF,Unknown,Microsoft-Word-Village-Survey-Draft-Report,https://desagri.gov.in/wp-content/uploads/2024/03/Microsoft-Word-Village-Survey-Draft-Report.pdf,✅,pdfs
midh_Guidelines.pdf,DAFW,PDF,Unknown,midh Guidelines,https://agriwelfare.gov.in/Documents/midh_Guidelines.pdf,✅,pdfs
Minor-Crops-2017-18-to-2021-22.xls,DAFW,XLS,Unknown,Minor-Crops-2017-18-to-2021-22,https://desagri.gov.in/wp-content/uploads/2023/06/Minor-Crops-2017-18-to-2021-22.xls,✅,excels
MOA_PIN01_Millets_Booklet_Final_24_Nov_2023.pdf,DAFW,PDF,Unknown,MOA PIN01 Millets Booklet Final 24 Nov 2023,https://agriwelfare.gov.in/Documents/MOA_PIN01_Millets_Booklet_Final_24_Nov_2023.pdf,✅,pdfs
Monthly-Bulletin-February-2022.pdf,DAFW,PDF,Unknown,Monthly-Bulletin-February-2022,https://desagri.gov.in/wp-content/uploads/2022/03/Monthly-Bulletin-February-2022.pdf,✅,pdfs
Monthly-bulletin-January-2022.pdf,DAFW,PDF,Unknown,Monthly-bulletin-January-2022,https://desagri.gov.in/wp-content/uploads/2022/02/Monthly-bulletin-January-2022.pdf,✅,pdfs
Monthly-bulletin-March-2022.pdf,DAFW,PDF,Unknown,Monthly-bulletin-March-2022,https://desagri.gov.in/wp-content/uploads/2022/04/Monthly-bulletin-March-2022.pdf,✅,pdfs
MSP_for-website-Hindi-version.pdf,DAFW,PDF,Unknown,MSP for-website-Hindi-version,https://desagri.gov.in/wp-content/uploads/2025/02/MSP_for-website-Hindi-version.pdf,✅,pdfs
MSP_for-website_English-version.pdf,DAFW,PDF,Unknown,MSP for-website English-version,https://desagri.gov.in/wp-content/uploads/2025/02/MSP_for-website_English-version.pdf,✅,pdfs
MSS-Abst-Jr-2011-2-AG.pdf,ICAR,PDF,Unknown,MSS-Abst-Jr-2011-2-AG,https://icar.org.in/sites/default/files/2022-04/MSS-Abst-Jr-2011-2-AG.pdf,✅,pdfs
MSS-Abst-Jr-2012-1-AG.pdf,ICAR,PDF,Unknown,MSS-Abst-Jr-2012-1-AG,https://icar.org.in/sites/default/files/2022-04/MSS-Abst-Jr-2012-1-AG.pdf,✅,pdfs
Normal-Estimates-2017-18-to-2021-22-2-1.pdf,DAFW,PDF,Unknown,Normal-Estimates-2017-18-to-2021-22-2-1,https://desagri.gov.in/wp-content/uploads/2023/05/Normal-Estimates-2017-18-to-2021-22-2-1.pdf,✅,pdfs
Pesticides_Registration.pdf,DAFW,PDF,Unknown,Pesticides Registration,https://agriwelfare.gov.in/Documents/Pesticides_Registration.pdf,✅,pdfs
PIN02Stocktaking_80052024.pdf,DAFW,PDF,Unknown,PIN02Stocktaking 80052024,https://agriwelfare.gov.in/Documents/PIN02Stocktaking_80052024.pdf,✅,pdfs
PIN_03_Side_Event_Report_02_08_24.pdf,DAFW,PDF,Unknown,PIN 03 Side Event Report 02 08 24,https://agriwelfare.gov.in/Documents/PIN_03_Side_Event_Report_02_08_24.pdf,✅,pdfs
PMFBY_Guidelines.pdf,DAFW,PDF,Unknown,PMFBY Guidelines,https://agriwelfare.gov.in/Documents/PMFBY_Guidelines.pdf,✅,pdfs
Pocket-2020-Final-web-file.pdf,DAFW,PDF,Unknown,Pocket-2020-Final-web-file,https://desagri.gov.in/wp-content/uploads/2021/06/Pocket-2020-Final-web-file.pdf,✅,pdfs
pocketbook.pdf,DAFW,PDF,Unknown,pocketbook,https://agriwelfare.gov.in/Documents/pocketbook.pdf,✅,pdfs
price-list-bm-dkma-2021.pdf,ICAR,PDF,Unknown,price-list-bm-dkma-2021,https://icar.org.in/sites/default/files/inline-files/price-list-bm-dkma-2021.pdf,✅,pdfs
Quarantine_Guidelinespdf.pdf,DAFW,PDF,Unknown,Quarantine Guidelinespdf,https://agriwelfare.gov.in/Documents/Quarantine_Guidelinespdf.pdf,✅,pdfs
Rajbhasha%20Alok%202020%20Final%20%281%29_0.pdf,ICAR,PDF,Unknown,Rajbhasha%20Alok%202020%20Final%20%281%29 0,https://icar.org.in/sites/default/files/2022-08/Rajbhasha%20Alok%202020%20Final%20%281%29_0.pdf,✅,pdfs
